,Title,URL,ID,BERT label,BERT label words,TFIDF label,TFIDF label words,BERT + TFIDF label,BERT + TFIDF label words,Comment Count,Time elapsed (mins),Upvotes,Upvote Ratio
Post 33,[Other] CanaKit Raspberry Pi 4 4GB Pro Starter Kit $90 ($99.98-10%) - Amazon,https://www.amazon.com/CanaKit-Raspberry-4GB-Starter-Kit/dp/B07V5JTMV9/ref=sr_1_5?dchild=1&keywords=raspberry+pi+4+case&qid=1608064014&sr=8-5,kdu040,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",-1,"[('-', 16), ('[case]', 3), ('[psu]', 2), ('black', 2), ('$20', 2), ('amazon', 2), ('rgb', 2), ('4', 2), ('x', 2), ('plus', 2)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",38,185.0,25,0.7000000000000001
Post 34,"[Cooler] Noctua NH-D15S chromax.black, Premium Dual-Tower CPU Cooler with NF-A15 PWM 140mm Fan (Black) ($89.90)",https://www.newegg.com/noctua-nh-d15s-chromax-black/p/13C-0005-001M2/,ke7j0s,5,"[('-', 9), ('[psu]', 3), ('80+', 3), ('fan', 3), ('noctua', 3), ('cooler', 3), ('[cooler]', 3), ('cpu', 3), ('seasonic', 2), ('pwm', 2)]",14,"[('[cooler]', 2), ('noctua', 2), ('nh-d15s', 2), ('chromax.black,', 2), ('premium', 2), ('dual-tower', 2), ('cpu', 2), ('cooler', 2), ('-', 1), ('$89.90', 1)]",7,"[('-', 6), ('noctua', 3), ('cooler', 3), ('[cooler]', 3), ('cpu', 3), ('pwm', 2), ('fan', 2), ('stock', 2), ('[case]', 2), ('$20', 2)]",22,1072.0,26,0.76
Post 35,[Case] Lian Li LANCOOL II MESH RGB White LAN2MRW Tempered Glass ATX Case - $104.99 (Select Amazon as seller),https://smile.amazon.com/dp/B08DXQMFRG/,ke3fyt,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",7,"[('[case]', 2), ('lian', 2), ('li', 2), ('-', 2), ('o-11', 1), ('dynamic', 1), ('(white)', 1), ('now', 1), ('in', 1), ('stock', 1)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",27,734.0,23,0.77
Post 36,"[Monitor] Lenovo Legion Y25-25 24.5"" 240hz FHD LED Backlit LCD Gaming Monitor - $259.99",https://www.newegg.com/n-a-lenovo-legion-66aagac6us-24-5/p/3D4-000F-00006?Description=legion%20y25-25&cm_re=legion_y25-25-_-3D4-000F-00006-_-Product,kdr7ax,7,"[('[monitor]', 4), ('-', 3), ('gaming', 2), ('monitor,', 2), ('fhd', 2), ('1080p', 2), ('lcd', 2), ('ips', 2), ('aoc', 1), ('c24g1a', 1)]",4,"[('[monitor]', 5), ('-', 5), ('ips', 3), ('aoc', 2), ('gaming', 2), ('monitor,', 2), ('fhd', 2), ('in', 2), ('stock', 2), ('27""', 2)]",6,"[('[monitor]', 4), ('-', 3), ('gaming', 2), ('monitor,', 2), ('fhd', 2), ('1080p', 2), ('lcd', 2), ('ips', 2), ('aoc', 1), ('c24g1a', 1)]",49,49.0,22,0.72
Post 37,[GPU] MSI Radeon RX 5700 XT MECH OC - $399.99 ($419.99 - $20 Rebate),https://www.bhphotovideo.com/c/product/1506619-REG/msi_radeon_rx_5700_xt.html,kdq717,2,"[('-', 4), ('[gpu]', 2), ('radeon', 2), ('rx', 2), ('xt', 2), ('msi', 1), ('5700', 1), ('mech', 1), ('oc', 1), ('$399.99', 1)]",1,"[('-', 4), ('[gpu]', 2), ('radeon', 2), ('rx', 2), ('xt', 2), ('msi', 1), ('5700', 1), ('mech', 1), ('oc', 1), ('$399.99', 1)]",2,"[('-', 4), ('[gpu]', 2), ('radeon', 2), ('rx', 2), ('xt', 2), ('msi', 1), ('5700', 1), ('mech', 1), ('oc', 1), ('$399.99', 1)]",93,0.0,20,0.61
Post 38,[Headset] SteelSeries Arctis 7P Wireless - $149.99,https://www.bestbuy.com/site/steelseries-arctis-7p-wireless-lossless-2-4-ghz-wireless-gaming-headset-playstation-5-and-playstation-4-white-white/6436579.p?skuId=6436579,keapzm,1,"[('[headset]', 2), ('-', 2), ('razer', 2), ('v2', 2), ('steelseries', 1), ('arctis', 1), ('7p', 1), ('wireless', 1), ('$149.99', 1), ('blackshark', 1)]",-1,"[('-', 16), ('[case]', 3), ('[psu]', 2), ('black', 2), ('$20', 2), ('amazon', 2), ('rgb', 2), ('4', 2), ('x', 2), ('plus', 2)]",1,"[('[headset]', 2), ('-', 2), ('razer', 2), ('v2', 2), ('steelseries', 1), ('arctis', 1), ('7p', 1), ('wireless', 1), ('$149.99', 1), ('blackshark', 1)]",24,1285.0,25,0.81
Post 39,[Mouse] Cooler Master MM710 53G Gaming Mouse - $24.99 ($10 MIR),https://smile.amazon.com/Cooler-Master-Lightweight-Ultralight-Ultraweave/dp/B07T4VW9WP/,ke8hyp,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",12,"[('cooler', 3), ('-', 3), ('master', 2), ('[mouse]', 1), ('mm710', 1), ('53g', 1), ('gaming', 1), ('mouse', 1), ('$24.99', 1), ('($10', 1)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",22,1147.0,23,0.77
Post 40,[SSD] Kingston 1TB A2000 M.2 2280 Nvme Internal SSD - $102.30,https://www.amazon.com/Kingston-Internal-Security-SA2000M8-1000G/dp/B07VXC9QMH/ref=mp_s_a_1_3?dchild=1&keywords=a2000&qid=1608091303&s=electronics&sr=1-3,ke1vyx,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",8,"[('-', 9), ('[ssd]', 7), ('1tb', 7), ('ssd', 6), ('internal', 4), ('nvme', 4), ('m.2', 4), ('sata', 3), ('iii', 3), ('sk', 2)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",9,628.0,22,0.71
Post 41,"[SSD] Team Group GX2 2.5"" 1TB SATA III Internal Solid State Drive - $75.99",https://www.newegg.com/team-group-gx2-1tb/p/N82E16820331316?Item=N82E16820331316&cm_sp=Dailydeal_SS-_-20-331-316-_-12162020,ke57sa,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",8,"[('-', 9), ('[ssd]', 7), ('1tb', 7), ('ssd', 6), ('internal', 4), ('nvme', 4), ('m.2', 4), ('sata', 3), ('iii', 3), ('sk', 2)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",12,873.0,20,0.79
Post 42,[KEYBOARD] Jelly Comb 2.4GHz Ultra Thin Compact Portable Small Wireless Keyboard and Mouse Combo Set - $19.03,https://www.amazon.com/Wireless-Keyboard-Jelly-Comb-Portable/dp/B0756XFFJZ/ref=mp_s_a_1_10?dchild=1&keywords=wireless+jelly+keyboard&qid=1608090017&s=electronics&sprefix=wireless+jally+&sr=1-10,ke1m72,4,"[('+', 4), ('wireless', 3), ('face', 2), ('rosewill', 2), ('keyboard', 2), ('mouse', 2), ('-', 2), ('[case', 1), ('keyboard/mouse', 1), ('masks]', 1)]",6,"[('-', 13), ('desktop', 5), ('gaming', 4), ('keyboard', 4), ('memory', 3), ('[keyboard]', 3), ('razer', 3), ('hp', 3), ('free', 2), ('[prebuilt]', 2)]",4,"[('+', 4), ('wireless', 3), ('face', 2), ('rosewill', 2), ('keyboard', 2), ('mouse', 2), ('-', 2), ('[case', 1), ('keyboard/mouse', 1), ('masks]', 1)]",2,611.0,18,0.6900000000000001
Post 43,"[Keyboard] Royal Kludge RK71 75% keyboard w/ red, blue or brown switches - $37.99 ($54.99 - $17.00 coupon)",https://www.amazon.com/gp/product/B07VVVC13N/ref=ppx_yo_dt_b_asin_title_o00_s00?ie=UTF8,ke6at3,3,"[('-', 6), ('keyboard', 3), ('[keyboard]', 2), ('shipping', 2), ('hp', 2), ('razer', 1), ('blackwidow', 1), ('te', 1), ('mechanical', 1), ('$69.99', 1)]",6,"[('-', 13), ('desktop', 5), ('gaming', 4), ('keyboard', 4), ('memory', 3), ('[keyboard]', 3), ('razer', 3), ('hp', 3), ('free', 2), ('[prebuilt]', 2)]",3,"[('-', 6), ('keyboard', 3), ('[keyboard]', 2), ('shipping', 2), ('hp', 2), ('razer', 1), ('blackwidow', 1), ('te', 1), ('mechanical', 1), ('$69.99', 1)]",21,969.0,15,0.74
Post 44,[Headphones] Refurbished Two-pack Sony MDR-RF912RK Over Ear Wireless RF Headphones - $54 ($176 - $122),https://www.newegg.com/p/0TH-000U-00DG5?Item=9SIADKFB9T8014,kdvg1o,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",0,"[('-', 4), ('[headphones]', 2), ('refurbished', 1), ('two-pack', 1), ('sony', 1), ('mdr-rf912rk', 1), ('over', 1), ('ear', 1), ('wireless', 1), ('rf', 1)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",15,259.0,17,0.67
Post 45,[Monitor] AOPEN 24CL1Y bi 23.8-inch 1080p IPS 60hz 5ms - $79.99,https://www.bestbuy.com/site/aopen-24cl1y-bi-23-8-inch-fhd-monitor-hdmi/6425893.p?skuId=6425893,ke3y4b,7,"[('[monitor]', 4), ('-', 3), ('gaming', 2), ('monitor,', 2), ('fhd', 2), ('1080p', 2), ('lcd', 2), ('ips', 2), ('aoc', 1), ('c24g1a', 1)]",4,"[('[monitor]', 5), ('-', 5), ('ips', 3), ('aoc', 2), ('gaming', 2), ('monitor,', 2), ('fhd', 2), ('in', 2), ('stock', 2), ('27""', 2)]",6,"[('[monitor]', 4), ('-', 3), ('gaming', 2), ('monitor,', 2), ('fhd', 2), ('1080p', 2), ('lcd', 2), ('ips', 2), ('aoc', 1), ('c24g1a', 1)]",11,771.0,17,0.74
Post 46,[Headphones] Wicked Audio Reverb BT - Black - $35.99,https://www.lenovo.com/us/en/accessories-and-monitors/audio/headphones/REVERB-BT-HEADPHONE/p/78016371?cid=us%3Aemail%3Ax75490&mi_u=1047675898&mi_ecmp=na-us-ad-20201214-12213-us-only-gm-email-2&mi_store_code=&mi_CID_US=us%3Aemail%3Ax75490&mi_CID_CA=&rrid=1047675898&mi_country=US&mkt_tok=eyJpIjoiT0RjMk5XUmlaVFUyTW1JMyIsInQiOiJmRENNbnFcL3hWTHh0b29KdkRHVjJWczF0Ums0d1NNWjVYeFwvbFZTaWNVajlFZWxDRitSaXZDRm5udTAxQ2ZNUGt2Y2NaUlcyaldpSXZyQ0w0OTg3OEtMNjh5aURCVmk5M2ZJTkFEM0pSdVZaRktHVFwvM3dNd1hcLzRBOFwvbUUwOFNuIn0%3D&mi_cmp=f122b3b7a8eb5114&mi_sc=t,kduxt3,6,"[('-', 4), ('black', 2), ('[headphones]', 1), ('wicked', 1), ('audio', 1), ('reverb', 1), ('bt', 1), ('$35.99', 1), ('[usb', 1), ('microphone]', 1)]",0,"[('-', 4), ('[headphones]', 2), ('refurbished', 1), ('two-pack', 1), ('sony', 1), ('mdr-rf912rk', 1), ('over', 1), ('ear', 1), ('wireless', 1), ('rf', 1)]",5,"[('-', 4), ('black', 2), ('[headphones]', 1), ('wicked', 1), ('audio', 1), ('reverb', 1), ('bt', 1), ('$35.99', 1), ('[usb', 1), ('microphone]', 1)]",1,233.0,11,0.64
Post 47,[Headset] Razer BlackShark V2 pro + FREE black Razer Base Station V2 Chroma($69.99) - $179.99,https://www.bestbuy.com/site/razer-blackshark-v2-pro-wireless-gaming-headset-black/6425617.p?skuId=6425617,keah9n,1,"[('[headset]', 2), ('-', 2), ('razer', 2), ('v2', 2), ('steelseries', 1), ('arctis', 1), ('7p', 1), ('wireless', 1), ('$149.99', 1), ('blackshark', 1)]",6,"[('-', 13), ('desktop', 5), ('gaming', 4), ('keyboard', 4), ('memory', 3), ('[keyboard]', 3), ('razer', 3), ('hp', 3), ('free', 2), ('[prebuilt]', 2)]",1,"[('[headset]', 2), ('-', 2), ('razer', 2), ('v2', 2), ('steelseries', 1), ('arctis', 1), ('7p', 1), ('wireless', 1), ('$149.99', 1), ('blackshark', 1)]",17,1271.0,18,0.76
Post 48,"[GPU] EVGA GeForce GTX 1660 Super Black Gaming, 06G-P4-1061-KR, 6GB GDDR6, Single Fan ($229.99 msrp)",https://www.amazon.com/dp/B082TG29Z3/ref=cm_sw_r_cp_api_glt_fabc_yPB2FbP28W4MT?_encoding=UTF8&psc=1,ke4ww0,10,"[('-', 6), ('geforce', 2), ('[prebuilt]', 1), ('msi', 1), ('aegis', 1), ('rs', 1), ('gaming', 1), ('desktop', 1), ('intel', 1), ('core', 1)]",3,"[('[gpu]', 2), ('evga', 2), ('gtx', 2), ('geforce', 1), ('1660', 1), ('super', 1), ('black', 1), ('gaming,', 1), ('06g-p4-1061-kr,', 1), ('6gb', 1)]",11,"[('-', 6), ('gaming', 3), ('[prebuilt]', 2), ('desktop', 2), ('geforce', 2), ('msi', 1), ('aegis', 1), ('rs', 1), ('intel', 1), ('core', 1)]",13,847.0,11,0.62
Post 49,[GPU] ASUS ROG STRIX Radeon RX 5600 XT 6GB Video Card - $339 - $30 MIR,https://www.newegg.com/asus-radeon-rx-5600-xt-rog-strix-rx5600xt-t6g-gaming/p/N82E16814126432?item=N82E16814126432,ke9ik9,2,"[('-', 4), ('[gpu]', 2), ('radeon', 2), ('rx', 2), ('xt', 2), ('msi', 1), ('5700', 1), ('mech', 1), ('oc', 1), ('$399.99', 1)]",1,"[('-', 4), ('[gpu]', 2), ('radeon', 2), ('rx', 2), ('xt', 2), ('msi', 1), ('5700', 1), ('mech', 1), ('oc', 1), ('$399.99', 1)]",2,"[('-', 4), ('[gpu]', 2), ('radeon', 2), ('rx', 2), ('xt', 2), ('msi', 1), ('5700', 1), ('mech', 1), ('oc', 1), ('$399.99', 1)]",22,1215.0,18,0.67
Post 50,"[Fan] Antec Prizm X 120mm ARGB Fans, 120 Case Fan, Addressable RGB Fans, Prizm Series 3 Packs - $64.99 ($79.99-20% off)",https://www.amazon.com/dp/B08JQ9PBDS/ref=emc_b_5_t,ke6tec,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",13,"[('antec', 2), ('120mm', 2), ('rgb', 2), ('fan', 2), ('-', 2), ('[fan]', 2), ('prizm', 2), ('fans,', 2), ('[fans]', 1), ('(non', 1)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",12,1012.0,12,0.71
Post 51,"[PREBUILT] HP Pavilion Gaming R5 1650 Super, 8GB/256GB Gaming Desktop Tower ($599)",https://www.walmart.com/ip/HP-Pavilion-Gaming-R5-1650-Super-8GB-256GB-Gaming-Desktop-Tower/943933730?athcpid=943933730&athpgid=athenaItemPage&athcgid=null&athznid=PWVUB&athieid=v0&athstid=CS004&athguid=a9177c86-007-1766a1097a1517&athancid=null&athena=true,ke3k1n,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",6,"[('-', 13), ('desktop', 5), ('gaming', 4), ('keyboard', 4), ('memory', 3), ('[keyboard]', 3), ('razer', 3), ('hp', 3), ('free', 2), ('[prebuilt]', 2)]",11,"[('-', 6), ('gaming', 3), ('[prebuilt]', 2), ('desktop', 2), ('geforce', 2), ('msi', 1), ('aegis', 1), ('rs', 1), ('intel', 1), ('core', 1)]",39,742.0,11,0.64
Post 52,[USB Microphone] Razer Seiren X USB Streaming Microphone - Classic Black - $69.99 ($99.99-$30),https://www.amazon.com/Razer-Seiren-Streaming-Microphone-Built/dp/B075HCLMYP/ref=pd_vtp_6?pd_rd_w=XYu9L&pf_rd_p=4f2ab3e8-468a-4a7c-9b91-89d6a9221c29&pf_rd_r=3CJZR3NY6E6RN0B1RNCE&pd_rd_r=542c56e1-9d35-4a0b-ae11-b17f988ea868&pd_rd_wg=dkADp&pd_rd_i=B075HCLMYP&th=1,kecnns,6,"[('-', 4), ('black', 2), ('[headphones]', 1), ('wicked', 1), ('audio', 1), ('reverb', 1), ('bt', 1), ('$35.99', 1), ('[usb', 1), ('microphone]', 1)]",-1,"[('-', 16), ('[case]', 3), ('[psu]', 2), ('black', 2), ('$20', 2), ('amazon', 2), ('rgb', 2), ('4', 2), ('x', 2), ('plus', 2)]",5,"[('-', 4), ('black', 2), ('[headphones]', 1), ('wicked', 1), ('audio', 1), ('reverb', 1), ('bt', 1), ('$35.99', 1), ('[usb', 1), ('microphone]', 1)]",14,1389.0,22,0.9
Post 53,[POWER SUPPLY] Corsair CV 650w non-modular pwere supply $39.99 after $20.00 rebate card,https://www.newegg.com/corsair-cv-series-cv650-cp-9020211-na-650w/p/N82E16817139249?Item=N82E16817139249,ke455i,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",-1,"[('-', 16), ('[case]', 3), ('[psu]', 2), ('black', 2), ('$20', 2), ('amazon', 2), ('rgb', 2), ('4', 2), ('x', 2), ('plus', 2)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",9,786.0,7,0.64
Post 54,"[PSU] (B-Stock) EVGA 850 GQ, 80+ GOLD 850W, Semi Modular, EVGA ECO Mode, 210-GQ-0850-RX $80.00 ($72 after associates code), Free Shipping!",https://www.evga.com/products/ProductList.aspx?type=8&family=Power+Supplies,kecrv3,5,"[('-', 9), ('[psu]', 3), ('80+', 3), ('fan', 3), ('noctua', 3), ('cooler', 3), ('[cooler]', 3), ('cpu', 3), ('seasonic', 2), ('pwm', 2)]",-1,"[('-', 16), ('[case]', 3), ('[psu]', 2), ('black', 2), ('$20', 2), ('amazon', 2), ('rgb', 2), ('4', 2), ('x', 2), ('plus', 2)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",33,1394.0,36,0.9
Post 55,[Cooler] Cooler Master MasterAir G200P <40mm Low Profile RGB Air Cooler - $35 ($45 - $10),https://www.amazon.com/dp/B082WZDY8B,kec00p,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",12,"[('cooler', 3), ('-', 3), ('master', 2), ('[mouse]', 1), ('mm710', 1), ('53g', 1), ('gaming', 1), ('mouse', 1), ('$24.99', 1), ('($10', 1)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",14,1355.0,10,0.75
Post 56,[SSD] Samsung (MZ-V7S1T0B/AM) 970 EVO Plus SSD 1TB - M.2 NVMe - $142.49 (7.50 discount at checkout),https://smile.amazon.com/Samsung-970-EVO-Plus-MZ-V7S1T0B/dp/B07MFZY2F2/,ke7zr7,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",8,"[('-', 9), ('[ssd]', 7), ('1tb', 7), ('ssd', 6), ('internal', 4), ('nvme', 4), ('m.2', 4), ('sata', 3), ('iii', 3), ('sk', 2)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",9,1109.0,0,0.46
Post 57,[VR] [BACK IN STOCK] Oculus Elite Strap with Battery $129.99,https://www.oculus.com/accessories/quest-2-elite-strap-battery-case/?utm_source=email&utm_medium=crm&utm_campaign=20775&utm_term=P0&utm_content=C4&utm_emailname=AutomatedBIS_US_T1&utm_funnel=2,kdym9c,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",4,"[('[monitor]', 5), ('-', 5), ('ips', 3), ('aoc', 2), ('gaming', 2), ('monitor,', 2), ('fhd', 2), ('in', 2), ('stock', 2), ('27""', 2)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",39,433.0,0,0.42
Post 58,[GPU] EVGA SC Ultra Gaming GTX 1660Ti $299.99,https://www.bestbuy.com/site/evga-sc-ultra-gaming-nvidia-geforce-gtx-1660-ti-6gb-gddr6-pci-express-3-0-graphics-card-black-gray/6373500.p?skuId=6373500,kdzlwn,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",3,"[('[gpu]', 2), ('evga', 2), ('gtx', 2), ('geforce', 1), ('1660', 1), ('super', 1), ('black', 1), ('gaming,', 1), ('06g-p4-1061-kr,', 1), ('6gb', 1)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",60,491.0,0,0.37
Post 59,[CPU] AMD Ryzen 7 5800X - $449 (Amazon),https://www.amazon.com/dp/B0815XFSGK?ie=UTF8,ke4mm1,0,"[('7', 3), ('-', 3), ('ryzen', 2), ('5800x', 2), ('$449', 2), ('[ryzen', 1), ('5800x]', 1), ('8-core', 1), ('[motherboard]', 1), ('msi', 1)]",9,"[('7', 3), ('ryzen', 2), ('5800x', 2), ('-', 2), ('$449', 2), ('[ryzen', 1), ('5800x]', 1), ('8-core', 1), ('[cpu]', 1), ('amd', 1)]",0,"[('7', 3), ('-', 3), ('ryzen', 2), ('5800x', 2), ('$449', 2), ('[ryzen', 1), ('5800x]', 1), ('8-core', 1), ('[motherboard]', 1), ('msi', 1)]",15,824.0,0,0.32
Post 60,[COOLER] Open Box (Excellent) NZXT X53 Kraken RGB AIO 240mm Radiator CPU Liquid Cooling System - $103.99,https://www.bestbuy.com/site/nzxt-kraken-x53-rgb-all-in-one-240mm-radiator-cpu-liquid-cooling-system-black/6408509.p?skuId=640850,kdxev6,5,"[('-', 9), ('[psu]', 3), ('80+', 3), ('fan', 3), ('noctua', 3), ('cooler', 3), ('[cooler]', 3), ('cpu', 3), ('seasonic', 2), ('pwm', 2)]",-1,"[('-', 16), ('[case]', 3), ('[psu]', 2), ('black', 2), ('$20', 2), ('amazon', 2), ('rgb', 2), ('4', 2), ('x', 2), ('plus', 2)]",7,"[('-', 6), ('noctua', 3), ('cooler', 3), ('[cooler]', 3), ('cpu', 3), ('pwm', 2), ('fan', 2), ('stock', 2), ('[case]', 2), ('$20', 2)]",19,364.0,0,0.35000000000000003
