,Title,BERT label,BERT label words,TFIDF label,TFIDF label words,BERT + TFIDF label,BERT + TFIDF label words,Comment Count,Time elapsed (mins),Upvotes,Upvote Ratio
Post 40,[KEYBOARD] Corsair Mechanical keyboards from $89.99(on sale @ corsair.com),-1,"[('-', 23), ('[ssd]', 4), ('1tb', 4), ('ssd', 4), ('[cpu]', 3), ('amazon', 3), ('[case]', 3), ('atx', 3), ('pro', 3), ('+', 3)]",1,"[('[keyboard]', 3), ('mechanical', 3), ('keyboard', 3), ('-', 3), ('rk987', 1), ('tenkeyless', 1), ('87', 1), ('keys', 1), ('white', 1), ('led', 1)]",-1,"[('-', 22), ('ssd', 4), ('[cpu]', 3), ('amazon', 3), ('[ssd]', 3), ('1tb', 3), ('[case]', 3), ('atx', 3), ('pro', 3), ('+', 3)]",7,0.0,12,0.63
Post 41,[Case] Antec Performance Series P82 Flow ATX Mid-Tower Case w/ 4 x 140mm Fans (Newegg - $36 plus $5 Shipping after $25 Mail-In Rebate),6,"[('case', 3), ('-', 3), ('rosewill', 2), ('plus', 2), ('atx', 2), ('rgb', 2), ('fans', 2), ('[psu', 1), ('bundle]', 1), ('capstone', 1)]",9,"[('-', 3), ('[case]', 2), ('atx', 2), ('mid-tower', 2), ('case', 2), ('nzxt', 1), ('h510', 1), ('ca-h510b-w1', 1), ('compact', 1), ('pc', 1)]",6,"[('case', 3), ('-', 3), ('rosewill', 2), ('plus', 2), ('atx', 2), ('rgb', 2), ('fans', 2), ('[psu', 1), ('bundle]', 1), ('capstone', 1)]",27,1307.0,18,0.78
Post 42,[GPU] MSI Radeon RX 5700 XT MECH OC - $399.99 ($419.99 - $20 Rebate),-1,"[('-', 23), ('[ssd]', 4), ('1tb', 4), ('ssd', 4), ('[cpu]', 3), ('amazon', 3), ('[case]', 3), ('atx', 3), ('pro', 3), ('+', 3)]",5,"[('-', 10), ('[case]', 3), ('[cooler]', 3), ('aio', 3), ('$20', 3), ('lian', 2), ('li', 2), ('stock', 2), ('in', 2), ('cooler', 2)]",-1,"[('-', 22), ('ssd', 4), ('[cpu]', 3), ('amazon', 3), ('[ssd]', 3), ('1tb', 3), ('[case]', 3), ('atx', 3), ('pro', 3), ('+', 3)]",89,892.0,13,0.59
Post 43,[FAN] Noctua NF-A12x15 PWM SLIM FAN IN STOCK ($19.95 + $3.94 Shipping),5,"[('shipping)', 2), ('[psu]', 1), ('corsair', 1), ('cx', 1), ('series', 1), ('cx450', 1), ('450w', 1), ('atx12v', 1), ('80', 1), ('plus', 1)]",8,"[('fan', 2), ('-', 2), ('[fan]', 2), ('pwm', 2), ('[fans]', 1), ('antec', 1), ('120mm', 1), ('rgb', 1), ('(non', 1), ('addressable)', 1)]",5,"[('shipping)', 2), ('[psu]', 1), ('corsair', 1), ('cx', 1), ('series', 1), ('cx450', 1), ('450w', 1), ('atx12v', 1), ('80', 1), ('plus', 1)]",22,1321.0,16,0.79
Post 44,[Monitor] BenQ MOBIUZ EX2710 27 Inch 144Hz IPS Gaming Monitor | HDRi | 1080P 1ms | FreeSync Premium | Speakers - $269.99 ($299.99-$30),4,"[('|', 8), ('-', 7), ('[monitor]', 5), ('ips', 4), ('monitor', 4), ('inch', 3), ('1080p', 3), ('gaming', 3), ('1ms', 3), ('75hz', 2)]",3,"[('|', 8), ('-', 7), ('[monitor]', 5), ('ips', 4), ('monitor', 4), ('inch', 3), ('1080p', 3), ('gaming', 3), ('1ms', 3), ('75hz', 2)]",4,"[('|', 8), ('-', 7), ('[monitor]', 5), ('ips', 4), ('monitor', 4), ('inch', 3), ('1080p', 3), ('gaming', 3), ('1ms', 3), ('75hz', 2)]",7,335.0,8,0.61
Post 45,[Headphones] Wicked Audio Reverb BT - Black - $35.99,1,"[('-', 4), ('[headphones]', 2), ('refurbished', 1), ('two-pack', 1), ('sony', 1), ('mdr-rf912rk', 1), ('over', 1), ('ear', 1), ('wireless', 1), ('rf', 1)]",0,"[('-', 4), ('[headphones]', 2), ('refurbished', 1), ('two-pack', 1), ('sony', 1), ('mdr-rf912rk', 1), ('over', 1), ('ear', 1), ('wireless', 1), ('rf', 1)]",1,"[('-', 4), ('[headphones]', 2), ('refurbished', 1), ('two-pack', 1), ('sony', 1), ('mdr-rf912rk', 1), ('over', 1), ('ear', 1), ('wireless', 1), ('rf', 1)]",1,1126.0,9,0.66
Post 46,[Monitor] BenQ MOBIUZ EX2510 24.5 Inch 144Hz IPS Gaming Monitor | HDRi | 1080P 1ms | FreeSync Premium | Speakers - $219.99 ($249.99-$30),4,"[('|', 8), ('-', 7), ('[monitor]', 5), ('ips', 4), ('monitor', 4), ('inch', 3), ('1080p', 3), ('gaming', 3), ('1ms', 3), ('75hz', 2)]",3,"[('|', 8), ('-', 7), ('[monitor]', 5), ('ips', 4), ('monitor', 4), ('inch', 3), ('1080p', 3), ('gaming', 3), ('1ms', 3), ('75hz', 2)]",4,"[('|', 8), ('-', 7), ('[monitor]', 5), ('ips', 4), ('monitor', 4), ('inch', 3), ('1080p', 3), ('gaming', 3), ('1ms', 3), ('75hz', 2)]",8,331.0,6,0.61
Post 47,[Keyboard] Razer Blackwidow TE Mechanical Keyboard - $69.99 - Free shipping for Prime members,2,"[('keyboard', 3), ('-', 3), ('[keyboard]', 2), ('mechanical', 2), ('rk987', 1), ('tenkeyless', 1), ('87', 1), ('keys', 1), ('white', 1), ('led', 1)]",1,"[('[keyboard]', 3), ('mechanical', 3), ('keyboard', 3), ('-', 3), ('rk987', 1), ('tenkeyless', 1), ('87', 1), ('keys', 1), ('white', 1), ('led', 1)]",2,"[('keyboard', 3), ('-', 3), ('[keyboard]', 2), ('mechanical', 2), ('rk987', 1), ('tenkeyless', 1), ('87', 1), ('keys', 1), ('white', 1), ('led', 1)]",15,1387.0,8,0.72
Post 48,[CPU] Ryzen 5 5800X $449 Amazon,3,"[('ryzen', 9), ('[cpu]', 8), ('-', 7), ('amd', 5), ('5', 4), ('restock', 4), ('5800x', 4), ('$449', 4), ('3600', 3), ('7', 3)]",12,"[('[cpu]', 2), ('ryzen', 2), ('5800x', 2), ('-', 2), ('$449', 2), ('7', 1), ('(in', 1), ('stock', 1), ('amazon)', 1), ('5', 1)]",3,"[('ryzen', 9), ('[cpu]', 8), ('-', 7), ('amd', 5), ('5', 4), ('restock', 4), ('5800x', 4), ('$449', 4), ('3600', 3), ('7', 3)]",47,674.0,0,0.5
Post 49,[GPU] EVGA SC Ultra Gaming GTX 1660Ti $299.99,-1,"[('-', 23), ('[ssd]', 4), ('1tb', 4), ('ssd', 4), ('[cpu]', 3), ('amazon', 3), ('[case]', 3), ('atx', 3), ('pro', 3), ('+', 3)]",-1,"[('-', 10), ('[cpu]', 4), ('amd', 3), ('ryzen', 3), ('ghz', 3), ('pro', 3), ('amazon', 2), ('9', 2), ('the', 1), ('5800x', 1)]",-1,"[('-', 22), ('ssd', 4), ('[cpu]', 3), ('amazon', 3), ('[ssd]', 3), ('1tb', 3), ('[case]', 3), ('atx', 3), ('pro', 3), ('+', 3)]",31,1384.0,0,0.39
Post 50,[VR] [BACK IN STOCK] Oculus Elite Strap with Battery $129.99,-1,"[('-', 23), ('[ssd]', 4), ('1tb', 4), ('ssd', 4), ('[cpu]', 3), ('amazon', 3), ('[case]', 3), ('atx', 3), ('pro', 3), ('+', 3)]",5,"[('-', 10), ('[case]', 3), ('[cooler]', 3), ('aio', 3), ('$20', 3), ('lian', 2), ('li', 2), ('stock', 2), ('in', 2), ('cooler', 2)]",-1,"[('-', 22), ('ssd', 4), ('[cpu]', 3), ('amazon', 3), ('[ssd]', 3), ('1tb', 3), ('[case]', 3), ('atx', 3), ('pro', 3), ('+', 3)]",29,1326.0,0,0.42
Post 51,[CPU] AMD Ryzen 7 5800X 8-core $449 - Restock,3,"[('ryzen', 9), ('[cpu]', 8), ('-', 7), ('amd', 5), ('5', 4), ('restock', 4), ('5800x', 4), ('$449', 4), ('3600', 3), ('7', 3)]",13,"[('[cpu]', 2), ('amd', 2), ('ryzen', 2), ('7', 2), ('5800x', 2), ('restock', 2), ('-', 2), ('$449', 2), ('8-core', 1)]",3,"[('ryzen', 9), ('[cpu]', 8), ('-', 7), ('amd', 5), ('5', 4), ('restock', 4), ('5800x', 4), ('$449', 4), ('3600', 3), ('7', 3)]",15,649.0,0,0.41000000000000003
Post 52,"[PREBUILT] MSI Aegis RS 9SE-009US Gaming Desktop, Intel Core i7-9700KF, 16GB DDR4, 1TB PCIe SSD, RTX 2080 Super, 802.11ax, Win10Home [REFURBISHED] [WOOT] $1,270.",7,"[('1tb', 4), ('pcie', 4), ('[ssd]', 3), ('nvme', 3), ('m.2', 3), ('ssd', 3), ('-', 3), ('4.0', 2), ('gen4', 2), ('sabrent', 1)]",2,"[('-', 4), ('[laptop]', 3), ('1080p', 3), ('15.6""', 3), ('gaming', 3), ('5', 2), ('gtx', 2), ('gb', 2), ('ram,', 2), ('intel', 2)]",7,"[('1tb', 5), ('[ssd]', 4), ('nvme', 4), ('-', 4), ('pcie', 4), ('m.2', 3), ('ssd', 3), ('crucial', 2), ('3d', 2), ('nand', 2)]",11,559.0,0,0.4
Post 53,[COOLER] Open Box (Excellent) NZXT X53 Kraken RGB AIO 240mm Radiator CPU Liquid Cooling System - $103.99,6,"[('case', 3), ('-', 3), ('rosewill', 2), ('plus', 2), ('atx', 2), ('rgb', 2), ('fans', 2), ('[psu', 1), ('bundle]', 1), ('capstone', 1)]",5,"[('-', 10), ('[case]', 3), ('[cooler]', 3), ('aio', 3), ('$20', 3), ('lian', 2), ('li', 2), ('stock', 2), ('in', 2), ('cooler', 2)]",6,"[('case', 3), ('-', 3), ('rosewill', 2), ('plus', 2), ('atx', 2), ('rgb', 2), ('fans', 2), ('[psu', 1), ('bundle]', 1), ('capstone', 1)]",15,1257.0,0,0.37
Post 54,[CPU] Ryzen 5 3600 restock Newegg $229.99,3,"[('ryzen', 9), ('[cpu]', 8), ('-', 7), ('amd', 5), ('5', 4), ('restock', 4), ('5800x', 4), ('$449', 4), ('3600', 3), ('7', 3)]",11,"[('[cpu]', 3), ('ryzen', 3), ('5', 3), ('3600', 3), ('$229.99', 2), ('(restock)', 1), ('(walmart)', 1), ('-', 1), ('$199', 1), ('restock', 1)]",3,"[('ryzen', 9), ('[cpu]', 8), ('-', 7), ('amd', 5), ('5', 4), ('restock', 4), ('5800x', 4), ('$449', 4), ('3600', 3), ('7', 3)]",17,141.0,0,0.22
Post 55,[Processor] AMD RYZEN 5 3600 6-Core 3.6 GHz CPU Processor - $229.00,3,"[('ryzen', 9), ('[cpu]', 8), ('-', 7), ('amd', 5), ('5', 4), ('restock', 4), ('5800x', 4), ('$449', 4), ('3600', 3), ('7', 3)]",-1,"[('-', 10), ('[cpu]', 4), ('amd', 3), ('ryzen', 3), ('ghz', 3), ('pro', 3), ('amazon', 2), ('9', 2), ('the', 1), ('5800x', 1)]",3,"[('ryzen', 9), ('[cpu]', 8), ('-', 7), ('amd', 5), ('5', 4), ('restock', 4), ('5800x', 4), ('$449', 4), ('3600', 3), ('7', 3)]",52,837.0,0,0.16
Post 56,[CPU] Ryzen 5 3600 R-E-S-T-O-C-K $229.99 Amazon.com,-1,"[('-', 23), ('[ssd]', 4), ('1tb', 4), ('ssd', 4), ('[cpu]', 3), ('amazon', 3), ('[case]', 3), ('atx', 3), ('pro', 3), ('+', 3)]",11,"[('[cpu]', 3), ('ryzen', 3), ('5', 3), ('3600', 3), ('$229.99', 2), ('(restock)', 1), ('(walmart)', 1), ('-', 1), ('$199', 1), ('restock', 1)]",-1,"[('-', 22), ('ssd', 4), ('[cpu]', 3), ('amazon', 3), ('[ssd]', 3), ('1tb', 3), ('[case]', 3), ('atx', 3), ('pro', 3), ('+', 3)]",35,165.0,0,0.19
