,Title,BERT label,BERT label words,TFIDF label,TFIDF label words,BERT + TFIDF label,BERT + TFIDF label words,Comment Count,Time elapsed (mins),Upvotes,Upvote Ratio
Post 44,"Hungary amends constitution to redefine family, limits gay adoption",10,"[('adoption', 3), ('hungary', 2), ('amends', 2), ('constitution', 2), ('redefine', 2), ('family,', 2), ('limits', 2), ('gay', 2), ('bolivia', 1), ('approves', 1)]",45,"[('adoption', 3), ('hungary', 2), ('amends', 2), ('constitution', 2), ('redefine', 2), ('family,', 2), ('limits', 2), ('gay', 2), ('hungarian', 1), ('lawmakers', 1)]",10,"[('adoption', 3), ('hungary', 2), ('amends', 2), ('constitution', 2), ('redefine', 2), ('family,', 2), ('limits', 2), ('gay', 2), ('bolivia', 1), ('approves', 1)]",22,1022.0,74,0.8200000000000001
Post 45,US embassy took part in DEA plot to discredit Colombia's war crimes tribunal,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",5,773.0,67,0.8200000000000001
Post 46,"Virus czar says Israel powerless to stop mass gatherings on Temple Mount - 'There is no solution,’ Nachman Ash reportedly says, after 18,000 Muslim worshipers pack flashpoint Jerusalem site, even as infections among Palestinians soar",12,"[('virus', 1), ('czar', 1), ('says', 1), ('israel', 1), ('powerless', 1), ('stop', 1), ('mass', 1), ('gatherings', 1), ('temple', 1), ('mount', 1)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",12,"[('virus', 1), ('czar', 1), ('says', 1), ('israel', 1), ('powerless', 1), ('stop', 1), ('mass', 1), ('gatherings', 1), ('temple', 1), ('mount', 1)]",30,509.0,60,0.8300000000000001
Post 47,EU NGO report uncovers Indian disinformation campaign. EU DisinfoLab’s report a ‘deep dive into a 15-year operation targeting the EU and UN to serve Indian interests’.,31,"[('eu', 3), ('indian', 3), ('report', 2), ('ngo', 1), ('uncovers', 1), ('disinformation', 1), ('campaign.', 1), ('disinfolab’s', 1), ('‘deep', 1), ('dive', 1)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",32,"[('eu', 3), ('indian', 3), ('report', 2), ('ngo', 1), ('uncovers', 1), ('disinformation', 1), ('campaign.', 1), ('disinfolab’s', 1), ('‘deep', 1), ('dive', 1)]",11,341.0,64,0.79
Post 48,Mexico’s president sends letter congratulating Biden,9,"[('biden', 7), ('putin', 6), ('congratulates', 6), ('u.s.', 5), ('election', 5), ('victory', 4), ('joe', 4), ('winning', 2), ('-', 2), ('kremlin', 2)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",9,"[('biden', 7), ('putin', 6), ('congratulates', 6), ('u.s.', 5), ('election', 5), ('victory', 4), ('joe', 4), ('winning', 2), ('-', 2), ('kremlin', 2)]",15,1286.0,96,0.88
Post 49,Bosnia’s Muslim and Croat representatives in the country’s three-member presidency have boycotted a meeting with Russian Foreign Minister Sergey Lavrov,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",7,956.0,60,0.8300000000000001
Post 50,Most in Japan oppose holding Olympics in 2021: Polls,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",18,"[('most', 1), ('japan', 1), ('oppose', 1), ('holding', 1), ('olympics', 1), ('2021:', 1), ('polls', 1), (""japan's"", 1), ('economy', 1), ('needs', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",6,611.0,60,0.88
Post 51,Germany go into national lockdown over Christmas to stem surge in Covid 19 cases,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",2,"[('covid', 2), ('19', 2), ('nz', 2), ('london', 1), ('moves', 1), ('tier-3', 1), ('coronavirus', 1), ('restrictions,', 1), ('govt.', 1), ('instructs', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",13,625.0,58,0.84
Post 52,Italians return French Legion awards after el-Sissi gets one,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",28,"[('get', 2), ('italians', 1), ('return', 1), ('french', 1), ('legion', 1), ('awards', 1), ('el-sissi', 1), ('gets', 1), ('one', 1), ('england’s', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",9,193.0,55,0.86
Post 53,Azerbaijani soldiers charged with war crimes.,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",4,32.0,51,0.8200000000000001
Post 54,Putin defied by model ‘goddaughter’ who praised unmasking of hit squad,8,"[('putin', 1), ('defied', 1), ('model', 1), ('‘goddaughter’', 1), ('praised', 1), ('unmasking', 1), ('hit', 1), ('squad', 1), ('iran:', 1), ('instagram', 1)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",8,"[('putin', 1), ('defied', 1), ('model', 1), ('‘goddaughter’', 1), ('praised', 1), ('unmasking', 1), ('hit', 1), ('squad', 1), ('iran:', 1), ('instagram', 1)]",11,1139.0,62,0.8
Post 55,Brazil says China 'not transparent' on COVID-19 vaccine emergency use,15,"[('vaccine', 2), ('nz', 2), ('brazil', 1), ('says', 1), ('china', 1), (""'not"", 1), (""transparent'"", 1), ('covid-19', 1), ('emergency', 1), ('use', 1)]",22,"[('says', 2), ('brazil', 1), ('china', 1), (""'not"", 1), (""transparent'"", 1), ('covid-19', 1), ('vaccine', 1), ('emergency', 1), ('use', 1), (""brazil's"", 1)]",15,"[('vaccine', 2), ('nz', 2), ('brazil', 1), ('says', 1), ('china', 1), (""'not"", 1), (""transparent'"", 1), ('covid-19', 1), ('emergency', 1), ('use', 1)]",3,576.0,51,0.77
Post 56,Boko Haram claims kidnapping of hundreds of Nigerian students,21,"[('boko', 3), ('haram', 3), ('claims', 3), ('kidnapping', 2), ('hundreds', 2), ('nigerian', 2), ('students', 2), ('schoolboys', 1), ('abduction', 1), ('northern', 1)]",46,"[('hundreds', 3), ('nigerian', 3), ('boko', 2), ('haram', 2), ('claims', 2), ('kidnapping', 2), ('students', 2), ('kidnapped', 1), ('school', 1), ('schoolboys', 1)]",21,"[('boko', 3), ('haram', 3), ('claims', 3), ('kidnapping', 2), ('hundreds', 2), ('nigerian', 2), ('students', 2), ('schoolboys', 1), ('abduction', 1), ('northern', 1)]",14,697.0,46,0.84
Post 57,"Most child sexual abuse gangs made up of white men, Home Office report says",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",4,"[('child', 2), ('gangs', 2), ('home', 2), ('office', 2), ('says', 2), ('most', 1), ('sexual', 1), ('abuse', 1), ('made', 1), ('white', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",183,1384.0,306,0.75
Post 58,Iran's President Rouhani defends execution of dissident journalist,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",26,"[('rouhani', 2), (""iran's"", 1), ('president', 1), ('defends', 1), ('execution', 1), ('dissident', 1), ('journalist', 1), ('iran', 1), ('stand', 1), ('syria', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",12,127.0,43,0.81
Post 59,Canada Administers Its 1st COVID-19 Vaccine Shots,16,"[('covid-19', 2), ('canada', 1), ('administers', 1), ('its', 1), ('1st', 1), ('vaccine', 1), ('shots', 1), (""'watershed"", 1), (""moment':"", 1), ('first', 1)]",23,"[('covid-19', 3), ('vaccinations', 2), ('canada', 1), ('administers', 1), ('its', 1), ('1st', 1), ('vaccine', 1), ('shots', 1), (""'watershed"", 1), (""moment':"", 1)]",16,"[('covid-19', 2), ('canada', 1), ('administers', 1), ('its', 1), ('1st', 1), ('vaccine', 1), ('shots', 1), (""'watershed"", 1), (""moment':"", 1), ('first', 1)]",1,163.0,44,0.78
Post 60,Four aid workers killed in Tigray days after Ethiopian troops shot at UN officials,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",6,"[('workers', 2), ('half', 1), (""singapore's"", 1), ('migrant', 1), ('dormitories', 1), ('covid-19', 1), ('four', 1), ('aid', 1), ('killed', 1), ('tigray', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",0,140.0,43,0.81
Post 61,Japan to raise medical fees for some aged 75 or older,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",5,861.0,40,0.84
Post 62,"A new chicken-sized dinosaur with flamboyant features used to attract mates or intimidate foes has been discovered. Ubirajara jubatus, which lived about 110 million years ago, had elaborate plumage including a long fur mane and stiff ribbons projecting from its shoulders.",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",4,837.0,42,0.8
Post 63,Two men beheaded in videos from Nagorno-Karabakh war identified | Nagorno-Karabakh,4,"[('nagorno-karabakh', 4), ('two', 3), ('men', 3), ('beheaded', 3), ('videos', 3), ('war', 3), ('identified', 3), ('|', 1)]",16,"[('two', 4), ('men', 4), ('nagorno-karabakh', 4), ('beheaded', 3), ('videos', 3), ('war', 3), ('identified', 3), ('brazil', 1), ('cops', 1), ('nabbed', 1)]",4,"[('nagorno-karabakh', 4), ('two', 3), ('men', 3), ('beheaded', 3), ('videos', 3), ('war', 3), ('identified', 3), ('|', 1)]",1,622.0,41,0.81
Post 64,"With Americans Stuck at Home, Trade With China Roars Back",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",20,"[('china', 2), ('with', 2), ('used', 1), ('""mass', 1), ('surveillance""', 1), ('thousands', 1), (""americans'"", 1), ('phones,', 1), ('report', 1), ('claims', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",9,319.0,41,0.73
Post 65,Hundreds of Nigerian Students Kidnapped from School,18,"[('school', 2), ('nigeria', 2), ('hundreds', 1), ('nigerian', 1), ('students', 1), ('kidnapped', 1), ('over', 1), ('300', 1), ('schoolboys', 1), ('still', 1)]",46,"[('hundreds', 3), ('nigerian', 3), ('boko', 2), ('haram', 2), ('claims', 2), ('kidnapping', 2), ('students', 2), ('kidnapped', 1), ('school', 1), ('schoolboys', 1)]",17,"[('school', 2), ('nigeria', 2), ('hundreds', 1), ('nigerian', 1), ('students', 1), ('kidnapped', 1), ('over', 1), ('300', 1), ('schoolboys', 1), ('still', 1)]",5,671.0,40,0.81
Post 66,Canada’s far north Nunavut Territory faces major COVID-19 outbreak,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",3,659.0,41,0.8
Post 67,"Iran jails British-Iranian academic for visiting Israel, promoting homosexuality",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",24,"[('sanctions', 6), ('missile', 5), ('us', 3), ('turkey', 3), ('purchase', 3), ('russian', 3), ('defence', 3), ('system', 3), ('turkish', 3), ('u.s.', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",7,518.0,42,0.87
Post 68,Macron plans referendum on including climate change fight in French constitution,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",5,26.0,34,0.79
Post 69,"Record number of journalists jailed in 2020, says watchdog",23,"[('jailed', 2), ('journalists', 2), ('china', 1), ('global', 1), ('leader', 1), ('second', 1), ('year,', 1), ('report', 1), ('finds', 1), ('record', 1)]",34,"[('global', 2), ('jailed', 2), ('journalists', 2), ('report', 2), ('china', 1), ('leader', 1), ('second', 1), ('year,', 1), ('finds', 1), ('data', 1)]",23,"[('jailed', 2), ('journalists', 2), ('china', 1), ('global', 1), ('leader', 1), ('second', 1), ('year,', 1), ('report', 1), ('finds', 1), ('record', 1)]",2,712.0,35,0.8300000000000001
Post 70,Two men beheaded in videos from Nagorno-Karabakh war identified,4,"[('nagorno-karabakh', 4), ('two', 3), ('men', 3), ('beheaded', 3), ('videos', 3), ('war', 3), ('identified', 3), ('|', 1)]",16,"[('two', 4), ('men', 4), ('nagorno-karabakh', 4), ('beheaded', 3), ('videos', 3), ('war', 3), ('identified', 3), ('brazil', 1), ('cops', 1), ('nabbed', 1)]",4,"[('nagorno-karabakh', 4), ('two', 3), ('men', 3), ('beheaded', 3), ('videos', 3), ('war', 3), ('identified', 3), ('|', 1)]",0,703.0,37,0.81
Post 71,Pompeo tells Turkey its purchase of S-400 missile defense system will endanger U.S. military,33,"[('sanctions', 3), ('turkey', 3), ('purchase', 3), ('system', 3), ('missile', 3), ('russian', 2), ('defence', 2), ('the', 2), ('s-400', 2), ('turkish', 2)]",24,"[('sanctions', 6), ('missile', 5), ('us', 3), ('turkey', 3), ('purchase', 3), ('russian', 3), ('defence', 3), ('system', 3), ('turkish', 3), ('u.s.', 3)]",33,"[('sanctions', 3), ('turkey', 3), ('purchase', 3), ('system', 3), ('missile', 3), ('russian', 2), ('defence', 2), ('the', 2), ('s-400', 2), ('turkish', 2)]",18,616.0,33,0.81
Post 72,China looks forward on anniversary of 1937 Nanjing massacre,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",39,48.0,32,0.6900000000000001
Post 73,‘We could have lost her’: Zimbabwe's children go hungry as crisis deepens,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,1083.0,33,0.78
Post 74,"Malka Leifer, former Melbourne principal and accused child abuser, loses appeal against extradition from Israel to Australia",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",4,"[('child', 2), ('gangs', 2), ('home', 2), ('office', 2), ('says', 2), ('most', 1), ('sexual', 1), ('abuse', 1), ('made', 1), ('white', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",3,763.0,31,0.8
Post 75,Lebanon's prime minister charged over deadly Beirut blast,3,"[('blast', 2), (""lebanon's"", 1), ('prime', 1), ('minister', 1), ('charged', 1), ('deadly', 1), ('beirut', 1), ('kabul’s', 1), ('deputy', 1), ('governor', 1)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",3,"[('blast', 2), (""lebanon's"", 1), ('prime', 1), ('minister', 1), ('charged', 1), ('deadly', 1), ('beirut', 1), ('kabul’s', 1), ('deputy', 1), ('governor', 1)]",1,628.0,33,0.8200000000000001
Post 76,"Paris fined €90,000 for breaching gender parity law by appointing too many women in senior roles. The fine was handed out by the country's public service ministry for breaching the ""Sauvadet law"".",32,"[('law', 3), ('could', 3), ('tech', 2), ('giants.', 2), ('face', 2), ('fined', 2), ('breaching', 2), ('eu', 1), ('unveil', 1), ('landmark', 1)]",29,"[('paris', 2), ('fined', 2), ('breaching', 2), ('many', 2), ('women', 2), ('senior', 2), ('€90,000', 1), ('gender', 1), ('parity', 1), ('law', 1)]",30,"[('could', 4), ('law', 3), ('tech', 3), ('eu', 2), ('giants.', 2), ('face', 2), ('fines', 2), ('fined', 2), ('breaching', 2), ('hefty', 2)]",18,1361.0,66,0.85
Post 77,"Near Fiji, cyclone Yasa intensifies to category 4 with winds of up 200km/h",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",2,1021.0,33,0.79
Post 78,Researchers Warn of Looming Oil Spill Four Times Larger Than Exxon Valdez If Urgent Action Not Taken,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",11,1277.0,46,0.8
Post 79,Over 300 schoolboys still missing after Nigeria school attack | Nigeria News,18,"[('school', 2), ('nigeria', 2), ('hundreds', 1), ('nigerian', 1), ('students', 1), ('kidnapped', 1), ('over', 1), ('300', 1), ('schoolboys', 1), ('still', 1)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",17,"[('school', 2), ('nigeria', 2), ('hundreds', 1), ('nigerian', 1), ('students', 1), ('kidnapped', 1), ('over', 1), ('300', 1), ('schoolboys', 1), ('still', 1)]",5,1227.0,44,0.8200000000000001
Post 80,Albanians hold a peaceful protest over police shooting,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",17,"[('hold', 2), ('protest', 2), ('police', 2), ('albanians', 1), ('peaceful', 1), ('shooting', 1), ('donations', 1), ('hong', 1), ('kong', 1), ('welfare', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",0,366.0,29,0.8300000000000001
Post 81,"Support For Scottish Independence Is Growing, Partly Due To U.K.'s COVID-19 Response",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",14,1375.0,104,0.87
Post 82,Walmart Triples India Exports as Major U.S. Companies Pivot From China,14,"[('walmart', 2), ('triples', 2), ('india', 2), ('exports', 2), ('major', 2), ('u.s.', 2), ('companies', 2), ('pivot', 2), ('china', 2), ('from', 1)]",12,"[('walmart', 2), ('triples', 2), ('india', 2), ('exports', 2), ('major', 2), ('u.s.', 2), ('companies', 2), ('pivot', 2), ('china', 2), ('from', 1)]",14,"[('walmart', 2), ('triples', 2), ('india', 2), ('exports', 2), ('major', 2), ('u.s.', 2), ('companies', 2), ('pivot', 2), ('china', 2), ('from', 1)]",2,977.0,30,0.76
Post 83,Footage Shows Smugglers Beating Rohingya Refugees on Trafficking Boat - World news,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,1030.0,27,0.79
Post 84,Covid 19 coronavirus: What if there's an outbreak over summer? NZ Govt unveils plan - NZ Herald,15,"[('vaccine', 2), ('nz', 2), ('brazil', 1), ('says', 1), ('china', 1), (""'not"", 1), (""transparent'"", 1), ('covid-19', 1), ('emergency', 1), ('use', 1)]",2,"[('covid', 2), ('19', 2), ('nz', 2), ('london', 1), ('moves', 1), ('tier-3', 1), ('coronavirus', 1), ('restrictions,', 1), ('govt.', 1), ('instructs', 1)]",15,"[('vaccine', 2), ('nz', 2), ('brazil', 1), ('says', 1), ('china', 1), (""'not"", 1), (""transparent'"", 1), ('covid-19', 1), ('emergency', 1), ('use', 1)]",0,379.0,28,0.84
Post 85,"In India, a pregnant woman held under new passed interfaith marriage prevention 'Love Jihad' law alleges torture by admin, says given injections that led to miscarriage",28,"[('new', 2), ('pakistan', 1), ('approves', 1), ('anti-rape', 1), ('laws,', 1), ('closing', 1), ('loopholes,', 1), ('abolishing', 1), ('antiquated', 1), ('two-finger', 1)]",9,"[('in', 2), ('pregnant', 2), ('woman', 2), ('interfaith', 2), ('india,', 1), ('held', 1), ('new', 1), ('passed', 1), ('marriage', 1), ('prevention', 1)]",28,"[('new', 2), ('in', 2), ('pregnant', 2), ('woman', 2), ('interfaith', 2), ('pakistan', 1), ('approves', 1), ('anti-rape', 1), ('laws,', 1), ('closing', 1)]",9,1344.0,51,0.8300000000000001
Post 86,Iran says it would rejoin nuclear deal within an hour of US doing so | Pledge comes as US sanctions two Iranians over alleged involvement in abduction of ex-FBI agent,34,"[('us', 4), ('says', 3), ('iran', 2), ('would', 2), ('rejoin', 2), ('nuclear', 2), ('hour', 2), ('based', 2), ('bahrain', 2), ('deal', 1)]",27,"[('iran', 3), ('us', 3), ('says', 2), ('would', 2), ('rejoin', 2), ('nuclear', 2), ('hour', 2), ('ex-fbi', 2), ('agent', 2), ('deal', 1)]",34,"[('us', 4), ('says', 3), ('iran', 2), ('would', 2), ('rejoin', 2), ('nuclear', 2), ('hour', 2), ('based', 2), ('bahrain', 2), ('deal', 1)]",1,1206.0,28,0.75
Post 87,Rouhani says Iran would rejoin nuclear pact an hour after US does,34,"[('us', 4), ('says', 3), ('iran', 2), ('would', 2), ('rejoin', 2), ('nuclear', 2), ('hour', 2), ('based', 2), ('bahrain', 2), ('deal', 1)]",27,"[('iran', 3), ('us', 3), ('says', 2), ('would', 2), ('rejoin', 2), ('nuclear', 2), ('hour', 2), ('ex-fbi', 2), ('agent', 2), ('deal', 1)]",34,"[('us', 4), ('says', 3), ('iran', 2), ('would', 2), ('rejoin', 2), ('nuclear', 2), ('hour', 2), ('based', 2), ('bahrain', 2), ('deal', 1)]",4,1194.0,36,0.76
